EventLog,RecordNumber,TimeGenerated,TimeWritten,EventID,EventType,EventTypeName,EventCategory,EventCategoryName,SourceName,Strings,ComputerName,SID,Message,Data 
C:\Users\justin\projects\DevTechnologies\log.evtx,3810,2016-03-06 06:26:52,2016-03-06 06:26:52,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_28c27 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3811,2016-03-06 06:26:52,2016-03-06 06:26:52,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_28c27 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3813,2016-03-06 20:42:33,2016-03-06 20:42:33,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 62303 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3822,2016-03-06 20:42:35,2016-03-06 20:42:35,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3823,2016-03-06 20:42:36,2016-03-06 20:42:36,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-05T23:26:56.931380400Z Wake Time: 2016-03-06T13:42:34.138914500Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3825,2016-03-06 20:42:39,2016-03-06 20:42:39,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3827,2016-03-06 20:45:07,2016-03-06 20:45:07,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3828,2016-03-06 20:45:46,2016-03-06 20:45:46,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3837,2016-03-06 20:48:33,2016-03-06 20:48:33,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3838,2016-03-06 22:46:15,2016-03-06 22:46:15,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3840,2016-03-07 06:16:13,2016-03-07 06:16:13,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_8c8ee1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3841,2016-03-07 06:16:13,2016-03-07 06:16:13,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_8c8ee1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3842,2016-03-07 06:16:13,2016-03-07 06:16:13,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_8c8ee1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3843,2016-03-07 06:16:13,2016-03-07 06:16:13,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_8c8ee1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3845,2016-03-07 18:08:04,2016-03-07 18:08:04,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 139434 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3857,2016-03-07 18:08:06,2016-03-07 18:08:06,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3858,2016-03-07 18:08:07,2016-03-07 18:08:07,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-06T23:16:20.791615200Z Wake Time: 2016-03-07T11:08:05.085309300Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3871,2016-03-07 18:18:56,2016-03-07 18:18:56,158,4,Information event,0,None,Microsoft-Windows-Time-Service,,annette,S-1-5-19,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3872,2016-03-07 18:30:08,2016-03-07 18:30:08,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3875,2016-03-07 18:58:53,2016-03-07 18:58:53,7,1,Error event,0,None,disk,,annette,,"The device, \Device\Harddisk1\DR1, has a bad block. ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3886,2016-03-08 01:18:20,2016-03-08 01:18:20,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3887,2016-03-08 01:18:20,2016-03-08 01:18:20,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-07T18:17:48.652970400Z Wake Time: 2016-03-07T18:18:18.196019000Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3888,2016-03-08 03:34:23,2016-03-08 03:34:23,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3889,2016-03-08 05:22:01,2016-03-08 05:22:01,158,4,Information event,0,None,Microsoft-Windows-Time-Service,,annette,S-1-5-19,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3890,2016-03-08 05:22:03,2016-03-08 05:22:03,37,4,Information event,0,None,Microsoft-Windows-Time-Service,,annette,S-1-5-19,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->191.233.81.105:123). ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3892,2016-03-08 05:22:32,2016-03-08 05:22:32,35,4,Information event,0,None,Microsoft-Windows-Time-Service,,annette,S-1-5-19,"The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->191.233.81.105:123). ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3895,2016-03-08 05:30:39,2016-03-08 05:30:39,7,1,Error event,0,None,disk,,annette,,"The device, \Device\Harddisk1\DR1, has a bad block. ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3897,2016-03-08 05:48:52,2016-03-08 05:48:52,7,1,Error event,0,None,disk,,annette,,"The device, \Device\Harddisk1\DR1, has a bad block. ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3898,2016-03-08 05:49:08,2016-03-08 05:49:08,7,1,Error event,0,None,disk,,annette,,"The device, \Device\Harddisk1\DR1, has a bad block. ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3899,2016-03-08 05:49:55,2016-03-08 05:49:55,7,1,Error event,0,None,disk,,annette,,"The device, \Device\Harddisk1\DR1, has a bad block. ",
C:\Users\justin\projects\DevTechnologies\log.evtx,3906,2016-03-08 08:57:53,2016-03-08 08:57:53,6008,1,Error event,0,None,EventLog,,annette,,The previous system shutdown at 7:52:11 on ?08.?03.?2016 was unexpected. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3907,2016-03-08 08:57:53,2016-03-08 08:57:53,6009,4,Information event,0,None,EventLog,,annette,,Microsoft (R) Windows (R) 10.00. 10586 Multiprocessor Free. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3908,2016-03-08 08:57:53,2016-03-08 08:57:53,6005,4,Information event,0,None,EventLog,,annette,,The Event log service was started. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3909,2016-03-08 08:57:53,2016-03-08 08:57:53,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 6 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3919,2016-03-08 08:57:49,2016-03-08 08:57:49,2,4,Information event,0,None,MEIx64,,annette,,Intel(R) Management Engine Interface driver has started successfully. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3930,2016-03-08 08:57:53,2016-03-08 08:57:53,4000,4,Information event,0,None,Microsoft-Windows-WLAN-AutoConfig,,annette,S-1-5-18,WLAN AutoConfig service has successfully started. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3931,2016-03-08 08:57:54,2016-03-08 08:57:54,7026,4,Information event,0,None,Service Control Manager,,annette,,The following boot-start or system-start driver(s) did not load: cdrom dam ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3937,2016-03-08 08:57:55,2016-03-08 08:57:55,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3938,2016-03-08 08:57:56,2016-03-08 08:57:56,28,2,Warning event,0,None,BTHUSB,,annette,,The local adapter does not support Bluetooth Low Energy. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3939,2016-03-08 08:57:56,2016-03-08 08:57:56,34,4,Information event,0,None,BTHUSB,,annette,,A Bluetooth policy has changed. Policy Connectivity\AllowBluetooth has value of: 2 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3940,2016-03-08 08:57:56,2016-03-08 08:57:56,34,4,Information event,0,None,BTHUSB,,annette,,A Bluetooth policy has changed. Policy Bluetooth\AllowDiscoverableMode has value of: 1 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3941,2016-03-08 08:57:56,2016-03-08 08:57:56,34,4,Information event,0,None,BTHUSB,,annette,,A Bluetooth policy has changed. Policy Bluetooth\AllowAdvertising has value of: 1 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3942,2016-03-08 08:57:56,2016-03-08 08:57:56,34,4,Information event,0,None,BTHUSB,,annette,,A Bluetooth policy has changed. Policy Bluetooth\ServicesAllowedList has value of: * ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3943,2016-03-08 08:57:56,2016-03-08 08:57:56,37,4,Information event,0,None,BTHUSB,,annette,,Bluetooth radio has accepted discoverability due to policy Bluetooth\AllowDiscoverableMode. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3944,2016-03-08 08:57:56,2016-03-08 08:57:56,36,4,Information event,0,None,BTHUSB,,annette,,Bluetooth radio has accepted advertising due to policy Bluetooth\AllowAdvertising. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3945,2016-03-08 08:57:56,2016-03-08 08:57:56,35,4,Information event,0,None,BTHUSB,,annette,,Bluetooth radio enablement has been accepted due to policy Connectivity\AllowBluetooth. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3948,2016-03-08 08:58:02,2016-03-08 08:58:02,11,2,Warning event,0,None,Microsoft-Windows-Wininit,,annette,S-1-5-18,Custom dynamic link libraries are being loaded for every application. The system administrator should review the list of libraries to ensure they are related to trusted applications. Please visit http://support.microsoft.com/kb/197571 for more information. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3949,2016-03-08 08:58:08,2016-03-08 08:58:08,1074,4,Information event,0,None,User32,,annette,S-1-5-21-1787364193-1598794461-1605341261-1001,The process C:\Windows\System32\RuntimeBroker.exe (ANNETTE) has initiated the power off of computer ANNETTE on behalf of user ANNETTE\justin for the following reason: Other (Unplanned) Reason Code: 0x0 Shutdown Type: power off Comment: ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3955,2016-03-08 15:58:59,2016-03-08 15:58:59,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 25273 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3961,2016-03-08 15:59:02,2016-03-08 15:59:02,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-08T01:58:11.670257200Z Wake Time: 2016-03-08T08:59:00.117488500Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3962,2016-03-08 15:59:02,2016-03-08 15:59:02,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3963,2016-03-08 15:59:02,2016-03-08 15:59:02,28,2,Warning event,0,None,BTHUSB,,annette,,The local adapter does not support Bluetooth Low Energy. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3964,2016-03-08 16:00:00,2016-03-08 16:00:00,2,4,Information event,0,None,Lfsvc,,annette,,Geolocation positioning has been disabled by the user. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3965,2016-03-08 16:03:14,2016-03-08 16:03:14,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3966,2016-03-08 16:04:15,2016-03-08 16:04:15,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3972,2016-03-08 16:07:10,2016-03-08 16:07:10,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3976,2016-03-08 20:42:11,2016-03-08 20:42:11,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3977,2016-03-08 21:05:20,2016-03-08 21:05:20,7045,4,Information event,0,None,Service Control Manager,,annette,S-1-5-21-1787364193-1598794461-1605341261-1001,A service was installed in the system. Service Name: KMSEmulator Service File Name: temp.exe Service Type: user mode service Service Start Type: auto start Service Account: LocalSystem ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3978,2016-03-08 21:05:20,2016-03-08 21:05:20,7045,4,Information event,0,None,Service Control Manager,,annette,S-1-5-21-1787364193-1598794461-1605341261-1001,A service was installed in the system. Service Name: WinDivert1.1 Service File Name: C:\ProgramData\KMSAuto\bin\driver\x64WDV\WinDivert.sys Service Type: kernel mode driver Service Start Type: demand start Service Account: ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3985,2016-03-09 06:56:43,2016-03-09 06:56:43,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_7f407 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3986,2016-03-09 06:56:43,2016-03-09 06:56:43,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_7f407 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3987,2016-03-09 06:56:43,2016-03-09 06:56:43,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_7f407 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3988,2016-03-09 06:56:43,2016-03-09 06:56:43,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_7f407 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,3990,2016-03-09 15:34:04,2016-03-09 15:34:04,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 110178 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4000,2016-03-09 15:34:07,2016-03-09 15:34:07,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4001,2016-03-09 15:34:07,2016-03-09 15:34:07,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-08T23:56:49.948447700Z Wake Time: 2016-03-09T08:34:05.154403100Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4010,2016-03-09 15:44:06,2016-03-09 15:44:06,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4013,2016-03-09 15:46:56,2016-03-09 15:46:56,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_2f67721 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4014,2016-03-09 15:46:56,2016-03-09 15:46:56,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_2f67721 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4015,2016-03-09 15:46:56,2016-03-09 15:46:56,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_2f67721 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4016,2016-03-09 15:46:56,2016-03-09 15:46:56,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_2f67721 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4017,2016-03-09 15:47:06,2016-03-09 15:47:06,7032,1,Error event,0,None,Service Control Manager,,annette,,"The Service Control Manager tried to take a corrective action (Restart the service) after the unexpected termination of the User Data Storage_2f67721 service, but this action failed with the following error: %%1056 ",
C:\Users\justin\projects\DevTechnologies\log.evtx,4018,2016-03-09 15:47:06,2016-03-09 15:47:06,7009,1,Error event,0,None,Service Control Manager,,annette,,A timeout was reached (30000 milliseconds) while waiting for the User Data Storage_2f67721 service to connect. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4019,2016-03-09 15:47:06,2016-03-09 15:47:06,7009,1,Error event,0,None,Service Control Manager,,annette,,A timeout was reached (30000 milliseconds) while waiting for the Sync Host_2f67721 service to connect. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4029,2016-03-09 16:48:04,2016-03-09 16:48:04,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4030,2016-03-09 16:48:04,2016-03-09 16:48:04,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-09T08:47:11.374909900Z Wake Time: 2016-03-09T09:48:02.137420100Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4031,2016-03-09 16:48:36,2016-03-09 16:48:36,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4040,2016-03-09 16:51:56,2016-03-09 16:51:56,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4041,2016-03-09 16:58:04,2016-03-09 16:58:04,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4045,2016-03-09 17:00:29,2016-03-09 17:00:29,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4046,2016-03-09 17:21:19,2016-03-09 17:21:19,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4049,2016-03-10 06:46:51,2016-03-10 06:46:51,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_30238d4 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4050,2016-03-10 06:46:51,2016-03-10 06:46:51,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_30238d4 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4051,2016-03-10 06:46:51,2016-03-10 06:46:51,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_30238d4 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4052,2016-03-10 06:46:51,2016-03-10 06:46:51,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_30238d4 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4056,2016-03-10 17:15:39,2016-03-10 17:15:39,6013,4,Information event,0,None,EventLog,,annette,,The system uptime is 202673 seconds. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4065,2016-03-10 17:15:41,2016-03-10 17:15:41,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4066,2016-03-10 17:15:42,2016-03-10 17:15:42,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-09T23:46:58.325543800Z Wake Time: 2016-03-10T10:15:40.061770500Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4076,2016-03-10 17:49:27,2016-03-10 17:49:27,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_599d5f1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4077,2016-03-10 17:49:27,2016-03-10 17:49:27,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_599d5f1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4078,2016-03-10 17:49:27,2016-03-10 17:49:27,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_599d5f1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4079,2016-03-10 17:49:27,2016-03-10 17:49:27,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_599d5f1 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4090,2016-03-10 19:19:09,2016-03-10 19:19:09,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4091,2016-03-10 19:19:10,2016-03-10 19:19:10,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-10T10:49:32.014399600Z Wake Time: 2016-03-10T12:19:08.132446000Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4100,2016-03-10 19:47:52,2016-03-10 19:47:52,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4101,2016-03-10 19:47:53,2016-03-10 19:47:53,1,4,Information event,0,None,Microsoft-Windows-Power-Troubleshooter,,annette,S-1-5-19,The system has returned from a low power state. Sleep Time: 2016-03-10T12:20:12.033893800Z Wake Time: 2016-03-10T12:47:51.174499800Z Wake Source: 0 ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4102,2016-03-10 19:57:52,2016-03-10 19:57:52,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4104,2016-03-10 20:04:20,2016-03-10 20:04:20,7040,4,Information event,0,None,Service Control Manager,,annette,S-1-5-18,The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4106,2016-03-10 20:44:35,2016-03-10 20:44:35,7031,1,Error event,0,None,Service Control Manager,,annette,,The Sync Host_5c0a220 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4107,2016-03-10 20:44:35,2016-03-10 20:44:35,7031,1,Error event,0,None,Service Control Manager,,annette,,The Contact Data_5c0a220 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4108,2016-03-10 20:44:35,2016-03-10 20:44:35,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Storage_5c0a220 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4109,2016-03-10 20:44:35,2016-03-10 20:44:35,7031,1,Error event,0,None,Service Control Manager,,annette,,The User Data Access_5c0a220 service terminated unexpectedly. It has done this 1 time(s). The following corrective action will be taken in 10000 milliseconds: Restart the service. ,
C:\Users\justin\projects\DevTechnologies\log.evtx,4119,2016-03-10 23:18:18,2016-03-10 23:18:18,18,4,Information event,0,None,BTHUSB,,annette,,Windows cannot store Bluetooth authentication codes (link keys) on the local adapter. Bluetooth keyboards might not work in the system BIOS during startup. ,
